organization_name,address,phone_number,revenue,id,notes,created_date,city,state,country,zip
Trilith,72 Huxley Way,437-915-2861,Real,807,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1677416361,Maringá,,Brazil,87000-000
Avaveo,5537 Carioca Trail,179-666-4162,Krona,808,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",1674881266,Göteborg,Västra Götaland,Sweden,413 80
Vidoo,05000 Kropf Center,175-900-0912,Peso,809,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",1694130785,Illapel,,Chile,
Shuffledrive,5299 Clemons Terrace,322-938-4867,Rupiah,810,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,1690160278,Liliana,,Indonesia,
Tavu,27171 American Place,622-845-9024,Yuan Renminbi,811,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",1680811862,Jiangfeng,,China,
Devcast,21 Upham Crossing,927-341-2651,Bolivar,812,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",1671422012,Valera,,Venezuela,
Devpoint,6260 Superior Park,964-532-8485,Peso,813,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",1688521084,Quisqueya,,Dominican Republic,11109
Flashset,24 Tennyson Park,723-258-0496,Marka,814,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1666952313,Ostrožac,,Bosnia and Herzegovina,
Thoughtworks,2 Dixon Circle,673-376-7352,Ruble,815,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1678422889,Kondrovo,,Russia,422102
Ooba,6 Rowland Parkway,423-783-6492,Dram,816,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",1691381270,Aygeshat,,Armenia,
Twimbo,611 School Trail,614-238-7672,Euro,817,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",1668887694,Woippy,Lorraine,France,57148 CEDEX
Podcat,7417 Stuart Street,497-435-2936,Rupiah,818,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1686179031,Cibeureum Satu,,Indonesia,
Thoughtstorm,1 Ramsey Plaza,691-807-1388,Yuan Renminbi,819,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",1679720773,Tiaodeng,,China,
Demivee,542 Badeau Center,193-164-1480,Koruna,820,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",1668555337,Žďár,,Czech Republic,679 02
Yacero,57 Rusk Place,968-600-4443,Rupiah,821,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",1691971024,Jeblog Satu,,Indonesia,
Skiptube,21 Gale Street,484-104-3389,Euro,822,Fusce consequat. Nulla nisl. Nunc nisl.,1687830594,Toulouse,Midi-Pyrénées,France,31085 CEDEX 2
Demimbu,764 Corben Pass,941-939-3144,Rupiah,823,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",1684004570,Banjar Pekandelan,,Indonesia,
Topdrive,08135 Colorado Avenue,597-249-8969,Euro,824,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1688214786,Nantes,Pays de la Loire,France,44101 CEDEX 4
Kaymbo,87 Dunning Terrace,279-263-6685,Yuan Renminbi,825,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,1667954728,Dahe,,China,
Topicstorm,99 Prairieview Alley,122-950-6262,Euro,826,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",1686530437,Figueiras,Leiria,Portugal,2430-186
Thoughtblab,767 Quincy Lane,184-614-5569,Manat,827,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",1676766855,Şuraabad,,Azerbaijan,
Buzzdog,6825 Kropf Alley,479-964-3169,Real,828,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,1674725715,Santo Amaro da Imperatriz,,Brazil,88140-000
Leexo,8234 Crest Line Pass,133-265-3209,Rupiah,829,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,1693975779,Sawahan,,Indonesia,
Jabbertype,6 Novick Drive,430-535-9085,Birr,830,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1689761940,Ādīs Zemen,,Ethiopia,
Wordify,0292 Boyd Junction,479-124-4821,Franc,831,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1670929241,Sake,,Democratic Republic of the Congo,
Skynoodle,845 Moose Place,585-173-0503,Rupiah,832,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",1689120515,Batutua,,Indonesia,
Fatz,6422 Evergreen Point,652-662-4421,Yuan Renminbi,833,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",1667051465,Taiping,,China,
Skimia,50157 Commercial Pass,621-795-0203,Euro,834,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",1676685765,Angra do Heroísmo,Ilha Terceira,Portugal,9700-014
Oloo,59 Iowa Lane,803-525-0293,Ruble,835,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",1695685966,Lakha Nëvre,,Russia,442638
Trilith,449 Sugar Junction,367-281-2916,Cordoba,836,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",1696518297,Siuna,,Nicaragua,
Topdrive,3071 Hovde Court,425-130-9636,Rupiah,837,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,1692421992,Cirangkong,,Indonesia,
Voomm,699 Hagan Circle,914-326-9534,Franc,838,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,1693287689,Bafoussam,,Cameroon,
Youspan,695 Sage Place,464-723-2756,Ruble,839,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",1694879006,Vidnoye,,Russia,142717
Edgetag,290 Vernon Crossing,569-269-6174,Rupiah,840,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",1688967583,Oelaba,,Indonesia,
Yozio,0607 Troy Junction,560-977-8517,Rand,841,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",1679842064,Bela-Bela,,South Africa,0492
Yotz,413 Forest Junction,520-755-0299,Euro,842,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",1669124282,Naukšēni,,Latvia,
Quinu,49575 Namekagon Court,921-726-8903,Yuan Renminbi,843,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",1677134982,Balbagay,,China,
Eare,044 Bay Lane,299-935-2981,Denar,844,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1690900306,Dolno Palčište,,Macedonia,1219
Skyvu,1810 Gerald Parkway,658-776-2006,Rupiah,845,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",1674440391,Dungkek Laok,,Indonesia,
Pixonyx,7462 Oriole Avenue,723-971-6217,Euro,846,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",1678317562,Joroinen,,Finland,79601
Devshare,127 Stephen Center,974-450-0436,Vatu,847,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",1675895279,Saratamata,,Vanuatu,
Devpoint,49287 Clove Alley,194-835-6243,Yuan Renminbi,848,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",1696468277,Nyima,,China,
Roombo,3725 Gerald Circle,779-315-2567,Rupiah,849,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,1666637755,Cikondang,,Indonesia,
Dabfeed,945 Springs Lane,162-299-3630,Peso,850,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,1675227853,Malicboy,,Philippines,5606
Trupe,02279 Susan Circle,648-190-7299,Yuan Renminbi,851,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",1695325957,Dongfu,,China,
Jabberstorm,309 Farwell Hill,176-103-9006,Ruble,852,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,1678852898,Kremenki,,Russia,249185
Jetpulse,872 Pankratz Crossing,615-407-3798,Ruble,853,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,1675139319,Magnitogorsk,,Russia,455051
Quire,13092 Summit Circle,593-288-5852,Afghani,854,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1692445303,‘Alāqahdārī Kirān wa Munjān,,Afghanistan,
Muxo,19 Ryan Terrace,927-104-9815,Rupiah,855,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",1671468053,Ngeru,,Indonesia,
Divape,9553 Dixon Junction,178-598-2330,Franc,856,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",1697917809,Kangani,,Comoros,
Browsetype,772 American Ash Hill,918-281-7339,Euro,857,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",1672832254,Quintas,Braga,Portugal,4730-410
Browseblab,09 Hermina Place,481-979-1067,Yuan Renminbi,858,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",1695054220,Xinbao,,China,
Dynabox,90314 Transport Hill,645-117-6236,Yuan Renminbi,859,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",1697848436,Yanhong,,China,
Riffpath,6088 Randy Drive,885-607-7876,Peso,860,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1671382742,Butigui,,Philippines,3508
